id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
27790,41.600.000.038.743.000,Swim,Hurley Men's Phantom Block Party Fizz Boardshort,Hurley,65,Men,01EFE0C4FB62ADE937AFA0BDF2EA0844,1
27813,23.639.609.183.508.300,Swim,Hurley Men's Copy Supersuede Boardshort,Hurley,38.189.998.626.708.900,Men,FC2208D8522B90CF01368D83DBFE9906,1
27825,82.693.848.367.973.700,Swim,Hurley Men's 4d Solid Phantom Boardshort,Hurley,13.944.999.694.824.200,Men,678B164AF814E464DA11645ECC25BC28,1
27826,42.152.548.032.958.800,Swim,Hurley Men's Puerto Rico Space Phantom Boardshort,Hurley,64.949.996.948.242.100,Men,CD42A075F19BF80F59B7D826C6C2D43D,1
27834,1.313.475.002.720.950,Swim,Hurley Blue Orange and Gray Stagger Board Shorts,Hurley,20.75,Men,235A4B01CCA43EAD1A2435EC19C04BAB,1
27847,32.230.000.058.189.000,Swim,Hurley Men's Void 2 Way Stretch Boardshort,Hurley,55,Men,3708D4192EC0D016F3DA6CC2871131CE,1
27874,30.855.000.037.699.900,Swim,Hurley Men's Puerto Rico Merge 2 Way Stretch Boardshort,Hurley,55,Men,F190C7C5AF3DB9C194E4B1A0F7326CDC,1
27903,3.825.850.017.555.050,Swim,Hurley Men's Motion Phantom Boardshort,Hurley,59.5,Men,388E1FDE50EB5883AD7B020FDB42B250,1
27910,24.885.000.139.474.800,Swim,Hurley Men's Supersuede Future Boardshort,Hurley,45,Men,20BD92D00294780CA1AA5DCBB4474E36,1
27945,32.572.650.592.157.900,Swim,Hurley Phantom Con Boardshorts - Black,Hurley,51.950.000.762.939.400,Men,0C9AECD2692CFE28067BB0EBA9AE409A,1
27954,2.565.000.009.723.000,Swim,Hurley Men's Bolt Supersuede Boardshort,Hurley,45,Men,258D7A491108E4E48AF85B904CEF4654,1
27967,34.320.000.093.430.200,Swim,Hurley Men's Cruise Two Way Stretch Boardshort,Hurley,55,Men,3DB0C81B0A25AB06AF83BDE59115DD4B,1
27979,54.001.298.295.282.500,Swim,Hurley Men's Kinetic Phantom Boardshort,Hurley,87.949.996.948.242.100,Men,436C26ABD464041EFD354BC550F76482,1
27994,33.660.000.087.693.300,Swim,Hurley Men's Kontact 2 Way Stretch Boardshort,Hurley,55,Men,48D876F58339D8B4ED094C76F77ED049,1
28042,42.120.000.123.977.600,Swim,Hurley Phantom Con Board Short - Men's,Hurley,65,Men,4B7A9B570D5CCA47A756A4A69317BA91,1
28127,3.709.680.057.706.380,Swim,Hurley Men's Cool By The Pool Boardwalk Short,Hurley,59.450.000.762.939.400,Men,4DA9E81F4BB667B11E3B1064B10FB2C3,1
28131,23.763.200.705.724.900,Swim,Hurley Men's Current Embroidered Board Short,Hurley,37.130.001.068.115.200,Men,A8D6452AD4FEB2545D93DE0400874B63,1
28234,13.918.239.994.654.600,Swim,Hurley Men's P60 Fuse Boardshort,Hurley,24.079.999.923.706.000,Men,B110AE3636FC62AEE44893300D695F99,1
28250,40.723.648.228.818.900,Swim,Hurley Men's Phantom Straps Boardshort,Hurley,64.949.996.948.242.100,Men,88223ADE11C861267DCCBC28768B5003,1
27527,3.277.800.009.213.380,Swim,TRUNKS Men's Swami Short,TRUNKS,54,Men,20BA096F2D3DA322ED843F6A4BEE9A91,1
27734,2.385.772.114.352.010,Swim,TRUNKS Men's Salty Boardie Short,TRUNKS,379.900.016.784.668,Men,E0034A76C1F340348A2AC9ABF6FC7A85,1
27827,349.379.999.935.627,Swim,Trunks Men's San-O Full Elastic Shorts,TRUNKS,54,Men,30C395DCC0E469D351859F1E0499BD16,1
27809,24.769.290.783.516.100,Swim,Ezekiel Men's Cozumel Board Short,Ezekiel,44.310.001.373.291.000,Men,2EA4096FB5CD947A1AEEAD6447A922A6,1
27692,32.448.000.088.334.000,Swim,Rufskin - Parati -Rufskin Parati- Mesh Sunga Swimwear - Orange Lime or Lemon,Rufskin,52,Men,9C200F8828F730CA04DA43D74D2ADA6E,1
27758,3.444.000.006.467.100,Swim,Rufskin - Angra - Brazilian Sunga Swimwear with Stripes - Navy or Red,Rufskin,56,Men,A5A3663282AC29D27F5C633C87383CAD,1
27862,27.855.000.039.562.500,Swim,Rufskin - Palermo - Men's Stretchy Super Mesh Low Rise European Cut Bikini,Rufskin,45,Men,0BA41B0D638CE6603BA3187AF10EA9CA,1
27916,331.020.000.949.502,Swim,Rufskin - Buzio - Brazilian Mesh Sunga - White or Black,Rufskin,54,Men,11E7A6A3701B0A2593FAEF99048A2C86,1
27922,29.712.000.042.200.000,Swim,Rufskin Spencer - Red White and Blue Sunga Cut Swimming Trunks,Rufskin,48,Men,DA7327E0425C9F9B80F95ABEBEA29C3A,1
27958,34.343.999.996.781.300,Swim,Rufskin - Araial - Brazilian Sunga Bikini with Solid Black Back,Rufskin,54,Men,352DECC1E8F3D97FCDB53AF60CBE1F53,1
28001,28.652.000.144.124.000,Swim,Rufskin - Napoli - Square Cut Swim Trunk,Rufskin,52,Men,381A4C3E139CD966CEF9407AB2419A9A,1
28017,32.000.000.029.802.300,Swim,Rufskin - Brasrod - Brazilian Sunga Black Swimsuit,Rufskin,50,Men,F1E9E809306242B3CF6803CEC01D1771,1
28125,304.200.000.949.204,Swim,Rufskin - Tijuca - Brazilian Asymmetrical Wave Sunga Two Toned Asymmetrical Wave Sunga Swimwear - Navy or White,Rufskin,52,Men,F6A0809B7F72D3310DC58FF04B5FADD8,1
28135,30.576.000.072.062.000,Swim,Rufskin SW6707 - Paraggi - Photo-Print Front Sunga Cut Swimsuit,Rufskin,52,Men,3F12CC3464D7A80A7706F970DC254BB7,1
28198,17.857.199.192.422.600,Swim,Converse Board Shorts,Converse,32.349.998.474.121.000,Men,13EFEC348E66852991BC20ED97CAA574,1
27802,24.420.000.045.793.100,Swim,Nat Nast Men's Natatorium Swim Trunk,Nat Nast,41.25,Men,D484A3FDE40E65E19C2799B9B529C82E,1
27838,27.654.689.382.424.000,Swim,Nat Nast Men's Deep Pockets,Nat Nast,50.189.998.626.708.900,Men,1041A1C29970D80D56B6DC22A9F4AB31,1
27848,26.426.740.323.717,Swim,Nat Nast Men's All Day Everyday,Nat Nast,45.020.000.457.763.600,Men,5CC9BBD6C9C018E4642E8BF7292D65CE,1
27578,20.026.350.464.766.400,Swim,Rip Curl Men's Classic Short Sleeve Wave Lycra Rash Guard,Rip Curl,34.950.000.762.939.400,Men,66AD4C25533779BFE270868C28B48B8D,1
27755,19.748.191.046.604.300,Swim,Rip Curl Wetsuits Men's Daily Dosage Boardshort,Rip Curl,339.900.016.784.668,Men,94BD0D00E32AB21DF4C5CDFDB2125CB4,1
27767,34.926.500.072.702.700,Swim,Rip Curl Men's Mirage Flex Aggrolite Short,Rip Curl,59.5,Men,2DA5A68C98274485ADC266E224D77B0F,1
27798,3.091.143.982.147.930,Swim,Rip Curl Wetsuits Men's Mirage Grid Lock Short,Rip Curl,53.479.999.542.236.300,Men,12B4A55CB5E13762B0B5E208041DD613,1
27846,35.329.691.114.177.400,Swim,Rip Curl Men's Mirage Aggrolite Plus Boardshort,Rip Curl,559.900.016.784.668,Men,E54C7A057F1D638A840D301EF7DA5473,1
27872,38.989.500.047.639.000,Swim,Rip Curl Men's Mirage Hektic Short,Rip Curl,69.5,Men,0F4EC68D74CEFD79FC0F45D3921C14B7,1
27999,29.284.200.463.789.700,Swim,Rip Curl Men's Mirage Tangent Short,Rip Curl,52.200.000.762.939.400,Men,ABDD2931B521CCF6F0F80F7D6A540928,1
28095,20.603.430.936.008.300,Swim,Rip Curl Wetsuits Men's Stoke Boardshort,Rip Curl,369.900.016.784.668,Men,C4CAF9E04A0D4F83565449F2CCE9D5D5,1
28098,36.566.848.347.672.800,Swim,Rip Curl Men's Hotskin Short Sleeve Jacket,Rip Curl,64.949.996.948.242.100,Men,82166899AA3DB47B87226F5E2ABFBCA7,1
28186,20.576.999.208.249.100,Swim,Rip Curl Mirage Flex Accelerate,Rip Curl,36.099.998.474.121.000,Men,ADD6AB8551D16AA6FBE68C50F740CC94,1
28264,23.101.399.212.843.100,Swim,Rip Curl Wetsuits Men's Mirage Flex Freedom Boardshort,Rip Curl,40.599.998.474.121.000,Men,BC42A91889FFC14111C4EAE0557C5259,1
28265,23.975.519.967.700.800,Swim,Rip Curl Wetsuits Men's Mirage Core Boardshort,Rip Curl,401.599.998.474.121,Men,1A7DA998DED68C09B6FB68853539E59A,1
28273,23.895.541.142.716.100,Swim,Rip Curl Wetsuits Men's Lurid Boardshort Boardshort,Rip Curl,369.900.016.784.668,Men,373590403F80D686F78B18A45DDD22EF,1
28288,45.891.298.324.537.200,Swim,Rip Curl Men's Dawn Patrol Long Sleeve Jacket,Rip Curl,79.949.996.948.242.100,Men,D1AD628529079C3394DAB80EBDF3604E,1
27558,24.662.000.007.927.400,Swim,Teal Cove Men's 9 Inch Paneled Pipe Boardshort,Teal Cove,38,Men,FCEC608F0259E123AA4C88A4A51ABC50,1
27642,12.892.000.023.275.600,Swim,Joe Snyder Bulge Thong-Purple,Joe Snyder,22,Men,C7710CAFF9842968FAC74321FD95B77C,1
28241,165.510.000.474.751,Swim,Joe Snyder Cheek Trunk Light Blue,Joe Snyder,27,Men,C82D64A97A01AC0869FCB90CD22B96C0,1
27641,20.494.081.100.283.200,Swim,Stohlquist Men's Long Sleeve Burnout Rashguard,Stohlquist,35.580.001.831.054.600,Men,C447DEC4C6828275655416D3CEEBC18F,1
27870,49.549.201.144.012.800,Swim,Stohlquist Men's 1mm Coreheater Longsleeved Shirt,Stohlquist,789.000.015.258.789,Men,A28477D0C57129B93D95BAF171634582,1
27873,17.038.500.414.282.000,Swim,Stohlquist Men's Short Sleeve Burnout Rashguard,Stohlquist,30.700.000.762.939.400,Men,F2F25C1B2EA4636E7CF2190A36677F98,1
27909,28.079.999.611.973.700,Swim,Stohlquist Men's Long Sleeve P2 Insulated Shirt,Stohlquist,46.799.999.237.060.500,Men,0ED83CA5894F30AED6DA389D630D89A3,1
27596,853.459.979.249.686,Swim,New Men's Sexy Center Patch Bikini Swimsuit 3G by Gregg Homme,Gregg Homme,13.899.999.618.530.200,Men,04D81FCED5C98DD0927231751561D1FE,1
27633,727.559.982.406.497,Swim,New Men's Sexy Center Patch Bikini Swimsuit 3G by Gregg Homme,Gregg Homme,12.899.999.618.530.200,Men,13F23623684F53A45A8560F79CCE5411,1
27720,8.359.199.777.412.410,Swim,New Men's Sexy Center Patch Bikini Swimsuit 3G by Gregg Homme,Gregg Homme,12.899.999.618.530.200,Men,7184CCB00D0D0660DC447BACF4EAFBBE,1
27883,77.528.997.905.719.000,Swim,New Men's Sexy Center Patch Thong Swimsuit 3G by Gregg Homme,Gregg Homme,12.899.999.618.530.200,Men,6B36917C087C21E48531EA1309AC0147,1
27902,32.886.000.096.797.900,Swim,Gregg Homme 102625 - Magnetic - Sexy and Quick Drying Bikini Brief Swimwear,Gregg Homme,58,Men,FBF697A2B5EED2F138A85082A119B815,1
27988,24.301.429.875.726.700,Swim,3G Cargo Swim Square Cut Trunk 65845,Gregg Homme,40.569.999.694.824.200,Men,731D1FFC634F4E5AC44B01592B12A0AD,1
28168,20.251.110.723.703.500,Swim,Mens Sexy Bandana Brazilian Cut Swimwear 3G by Gregg Homme,Gregg Homme,35.970.001.220.703.100,Men,0410F7A88C51CC43C5B987D4CAF2406A,1
28196,18.475.440.709.737.500,Swim,Mens Sexy Atlantic Biker Cut Swimwear 3G by Gregg Homme,Gregg Homme,33.470.001.220.703.100,Men,8B9845FA0B5CE34FB2DE2050A0BB1353,1
28025,23.160.000.070.929.500,Swim,555 Turnpike Big & Tall Plaid Swim Trunks,555 Turnpike,40,Men,119E3B320ED9A4694E5173C3B64591F1,1
28179,17.604.129.902.291,Swim,Canyon Ridge Big & Tall Solid Swim Trunks,Canyon Ridge,29.989.999.771.118.100,Men,8467AE9D40EAB0D2E959428E140468CE,1
27926,20.672.000.063.583.200,Swim,N2N Bodywear A1 - Black Dynasty - Floral Design Swim Trunks,N2N Bodywear,34,Men,1A7F33274089FEFF1BAEF7286B95FE0E,1
28066,11.120.000.034.570.600,Swim,N2N Bodywear-LA Haze-Mens Low Rise Bikini Swimwear -Blue or Yellow,N2N Bodywear,20,Men,E5F69A36D50C3CB60DC35E49A62F4F24,1
27586,12.593.699.872.187.500,Swim,Men's Premium Athletic-Fit Swim Trunks - Cool Designs Available,Nvie Designs,19.989.999.771.118.100,Men,597626EEBEEFC042AFB36A69A049696D,1
27589,15.161.679.927.557.400,Swim,Caribbean Joe Men's Swim Trunks,Caribbean Joe,23.989.999.771.118.100,Men,DDCCF393356F010BC68C23D9BC76E917,1
27731,92.338.398.927.374.100,Swim,Caribbean Joe Men's Swim Trunks Shorts,Caribbean Joe,14.989.999.771.118.100,Men,7E85AB219B917D0E0E7E8FC8B9EE92B8,1
27608,20.718.720.684.616.500,Swim,Maui and Sons Solid Swim Trunk,Maui and Sons,34.880.001.068.115.200,Men,414CB71EC2809A5FDA79A2463125DDEE,1
28099,2.520.416.079.508.900,Swim,Maui and Sons Print Swim Trunk,Maui and Sons,39.880.001.068.115.200,Men,0A688AD7351B2E3CFEC7EE3112206E6B,1
28251,41.491.500.101.750.700,Swim,Men's Tommy Hilfiger Swimming Trunks Bathing Suit Tropical Fish,Tommy Hilfiger,69.5,Men,1DFBAC99BFB6D351EFE1814D7339E9D9,1
27982,32.150.000.147.521.400,Swim,Island Passport Big & Tall Hibiscus Cargo Swim Trunks,Island Passport,50,Men,AA2BD246ADDCC5892184BDF6BA9580CE,1
28067,21.024.000.026.285.600,Swim,Pistol Pete PP-BK213-97-Marine - Side Buckle Easy Access Bikini Brief Swimwear- White Navy or Red,Pistol Pete Underwear,36,Men,F414BBF6BE1465190EFF64BBA29DE004,1
28076,35.806.931.119.477.000,Swim,LRG Salamander Camo Boardwalk Short - Men's,LRG,589.900.016.784.668,Men,163E836B057FA98808F41048CBA1195F,2
28079,31.752.000.093.460.000,Swim,LRG Core Logo Board Short - Men's,LRG,49,Men,7CF67A2DEF04352826BE6914E1BB5405,2
28065,18.150.000.041.350.700,Swim,Men's Jammers UPF50+ UV Sun Protective Swim Team Fitted Trunks,Tuga,30,Men,AD01564D8F0F4DA5627726CC96F717D6,2
28171,25.452.000.064.775.300,Swim,Clever Men's Lines Swimsuit Brief,Clever,42,Men,BF74CBE3722200F6FAD86AF0B239D900,2
28193,22.078.000.079.840.400,Swim,Clever Men's Mahalo Swimsuit Brief,Clever,38,Men,1952564FDA39FC3BB3638CC1AE8FD239,2
27779,25.012.500.048.615.000,Swim,Comune Men's Lukas Short,Comune,43.5,Men,B77670E4A9C8E282811958DCEA1493A1,2
27855,33.860.611.194.140.600,Swim,Hatley Blue Whales Men's Swim Trunks,Hatley,529.900.016.784.668,Men,6C766ED2F0289E20A8097CFDBA95F311,2
28132,3.182.295.053.994.320,Swim,Hatley Surfer Dude Men's Swim Trunks,Hatley,52.950.000.762.939.400,Men,2CCC3ED7FD2601E8F77299DDBF89CBCB,2
27817,3.030.440.062.650.880,Swim,Brixton Men's Plank Boardshort,Brixton,47.950.000.762.939.400,Men,67BA8120F499C6706644CE234FC5EE1C,2
27865,2.055.029.104.206.620,Swim,Brixton Men's Volt Boardshort,Brixton,359.900.016.784.668,Men,D13D62B286A371638640A3F4638F1629,2
27956,224.284.505.221.501,Swim,Brixton Men's Plank Slim Leg Trunk,Brixton,37.950.000.762.939.400,Men,4A3F8E93A3DE2A2650A129D7FA060BB4,2
28148,27.460.950.461.561.900,Swim,Timoteo Speedster Swim Trunks - Grey,Timoteo,48.950.000.762.939.400,Men,3EB1C847B742640FD6C2AE1853D0E313,2
27996,1.874.374.991.280.950,Swim,Champion Long Mesh Shorts with Pockets,Champion,29.989.999.771.118.100,Men,9C5A8459378E1485355E2CB93522E311,2
28085,1.409.571.983.732.160,Swim,Champion 3.7 oz. Lacrosse Mesh Short,Champion,21.819.999.694.824.200,Men,BF95B1669852932F77DC04F5EE405B7B,2
28143,16.623.249.944.571.400,Swim,Realtree Men's Solid Superfly Swim Short,Realtree,28.909.999.847.412.100,Men,80CB2002656131B6EE8C02AB8FE076E0,2
28280,11.352.600.241.550.800,Swim,Cloudveil Men's Kahuna Short,Cloudveil,17.850.000.381.469.700,Men,8483C7571AF3B612E0C3538DA027BE95,2
27765,37.878.000.054.508.400,Swim,Hugo Boss Men Lobster Swim Shorts,HUGO BOSS,59,Men,E6A75BE3243049A89E4CB0CFDDC81082,2
27769,3.525.164.919.400.810,Swim,Hugo Boss Starfish Swim Shorts Turquoise,HUGO BOSS,59.849.998.474.121.000,Men,10155A0CC6DDE7D912D2AC796956876D,2
27788,44.850.000.154.227.000,Swim,Orange Line By Hugo Boss Men's Swimwear Shorts Andoya Navy Blue Trunk ST #50180060,HUGO BOSS,69,Men,E17F6CB9DAEC3848CB0CB5DB5ECBCCDF,2
27842,20.477.099.594.741.600,Swim,Hugo Boss Male Swim Short 50200434,HUGO BOSS,34.299.999.237.060.500,Men,6D96C43D1905C9A852DBA3DD5370E0C4,2
27844,383.360.000.923.276,Swim,Hugo Boss Andaman Swim Boardshort 50220540,HUGO BOSS,64,Men,DC252F02F741393277F971AEB297E2EF,2
28220,18.349.000.040.441.700,Swim,Hugo Boss Men's Swimwear Shorts Laternfish BM Black ST #50220849,HUGO BOSS,29. Mai,Men,1DEAC92DD0C21EA46585FE693B4330EC,2
27753,34.633.000.072.091.800,Swim,Throwdown Riot Men's Board Shorts Fight Swim American Flag,Throwdown,59,Men,0FF0A77035F9569943049ED3E980BB0D,2
