id,product_id,created_at,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_sku,product_distribution_center_id
454929,11843,2021-05-18 21:51:37 UTC,2021-06-20 23:21:37 UTC,33.899.999.968.707.500,Intimates,Wendy Glez Rose Cami Black,,60,Women,B451DA363BB08B9A81CEADBADB5133EF,3
454930,11843,2021-03-27 08:58:00 UTC,,33.899.999.968.707.500,Intimates,Wendy Glez Rose Cami Black,,60,Women,B451DA363BB08B9A81CEADBADB5133EF,3
454931,11843,2021-11-04 11:48:00 UTC,,33.899.999.968.707.500,Intimates,Wendy Glez Rose Cami Black,,60,Women,B451DA363BB08B9A81CEADBADB5133EF,3
74594,1629,2021-10-24 04:41:11 UTC,2021-11-25 01:56:11 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
74595,1629,2021-02-22 01:54:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
74596,1629,2020-07-07 01:42:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
186599,1629,2020-07-10 01:24:24 UTC,2020-08-11 01:47:24 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
186600,1629,2020-04-09 15:13:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
215095,1629,2021-02-13 12:58:47 UTC,2021-02-21 09:37:47 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
215096,1629,2021-03-07 02:20:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
237754,1629,2021-11-30 22:55:51 UTC,2021-12-16 23:34:51 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
237755,1629,2022-01-27 06:51:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
237756,1629,2021-02-24 18:38:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
265321,1629,2021-09-14 13:23:30 UTC,2021-10-31 03:32:30 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
265322,1629,2020-06-18 16:10:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
265323,1629,2022-05-14 10:40:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
336529,1629,2022-01-30 16:19:19 UTC,2022-03-19 16:13:19 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
336530,1629,2022-05-30 12:17:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
401148,1629,2022-01-21 23:26:59 UTC,2022-03-19 15:51:59 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
401149,1629,2020-12-19 10:08:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
401150,1629,2021-10-29 06:14:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
411153,1629,2021-10-08 10:14:12 UTC,2021-11-23 21:29:12 UTC,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
411154,1629,2022-02-16 16:04:00 UTC,,2.357.235.048.930.120,Fashion Hoodies & Sweatshirts,Carhartt Women's Hooded Knit Jacket,,45.950.000.762.939.400,Women,5C50B4DF4B176845CD235B6A510C6903,3
52817,13921,2021-05-31 10:29:07 UTC,2021-06-18 10:26:07 UTC,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
52818,13921,2022-01-23 18:05:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
52819,13921,2021-02-28 14:57:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
52820,13921,2020-11-29 10:38:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
103157,13921,2022-01-20 20:43:46 UTC,2022-02-03 14:12:46 UTC,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
103158,13921,2021-04-21 18:06:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
370217,13921,2022-01-19 15:33:28 UTC,2022-02-22 01:09:28 UTC,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
370218,13921,2021-08-20 06:44:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
387503,13921,2021-12-12 04:53:48 UTC,2021-12-31 13:08:48 UTC,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
387504,13921,2020-04-05 03:49:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
409238,13921,2022-03-18 04:56:29 UTC,2022-04-13 12:43:29 UTC,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
409239,13921,2022-03-10 10:42:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
409240,13921,2020-05-26 11:10:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
475441,13921,2022-03-22 13:22:26 UTC,2022-05-19 07:58:26 UTC,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
475442,13921,2021-01-08 09:15:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
475443,13921,2021-04-01 03:11:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
475444,13921,2020-08-25 06:13:00 UTC,,16.419.000.095.449.300,Accessories,NEW Aluminum Credit Card Wallet - RFID Blocking Case - Pink (New Products),,42.100.000.381.469.700,Women,0CBFF6DD75DF1F43E3ABAE409ED8A9FD,3
68587,25187,2019-12-27 17:29:28 UTC,2020-02-11 18:22:28 UTC,14.425.000.036.135.300,Socks,SockGuy Men's Kokopelli Socks,,25,Men,43A4D135B5225238F2ADBF88DC810A6B,3
