id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
177066,122206,97800,15917,477398,Complete,2021-07-13 15:30:57 UTC,2021-07-14 06:22:00 UTC,2021-07-16 19:12:00 UTC,,03. Mai
86594,59748,47615,15917,233242,Returned,2021-08-15 04:57:40 UTC,2021-08-17 21:03:00 UTC,2021-08-19 11:23:00 UTC,2021-08-20 08:45:00 UTC,03. Mai
93280,64339,51285,28679,251236,Returned,2022-06-06 18:23:27 UTC,2022-06-08 22:25:00 UTC,2022-06-10 05:34:00 UTC,2022-06-12 02:05:00 UTC,03. Mai
104324,72038,57341,13696,280967,Returned,2021-03-14 09:52:12 UTC,2021-03-13 11:18:00 UTC,2021-03-16 14:27:00 UTC,2021-03-17 23:31:00 UTC,03. Mai
129340,89266,71264,15419,348543,Returned,2021-05-19 05:06:26 UTC,2021-05-20 21:13:00 UTC,2021-05-24 15:06:00 UTC,2021-05-26 03:04:00 UTC,03. Mai
147980,102169,81615,28679,398839,Returned,2021-03-13 04:00:10 UTC,2021-03-11 04:43:00 UTC,2021-03-15 09:19:00 UTC,2021-03-17 22:47:00 UTC,03. Mai
164526,113597,90869,28679,443540,Returned,2022-04-22 01:33:33 UTC,2022-04-18 07:14:00 UTC,2022-04-21 16:09:00 UTC,2022-04-21 17:14:00 UTC,03. Mai
49067,33828,26932,15917,132043,Cancelled,2022-02-03 12:28:43 UTC,,,,03. Mai
94864,65449,52150,15917,255514,Cancelled,2020-09-15 17:11:04 UTC,,,,03. Mai
97815,67494,53732,13696,263375,Cancelled,2019-11-25 03:57:03 UTC,,,,03. Mai
107174,73988,58859,28668,288723,Cancelled,2021-10-06 23:33:34 UTC,,,,03. Mai
108598,74979,59646,13696,292561,Cancelled,2021-09-28 00:53:35 UTC,,,,03. Mai
145570,100474,80271,15917,392388,Cancelled,2021-06-27 11:53:35 UTC,,,,03. Mai
172535,119106,95287,14248,465138,Cancelled,2019-05-26 02:28:14 UTC,,,,03. Mai
4975,3364,2697,15419,13370,Processing,2021-01-25 03:41:27 UTC,,,,03. Mai
10693,7366,5867,14248,28791,Processing,2019-12-23 10:19:28 UTC,,,,03. Mai
31988,22080,17513,13696,86105,Processing,2021-10-28 14:33:39 UTC,,,,03. Mai
36409,25127,19924,13696,98012,Processing,2022-03-31 10:20:27 UTC,,,,03. Mai
60694,41880,33417,28679,163422,Processing,2022-06-01 21:45:18 UTC,,,,03. Mai
61178,42218,33697,15917,164744,Processing,2022-02-08 11:32:19 UTC,,,,03. Mai
91679,63244,50413,14248,246967,Processing,2022-06-04 22:29:23.932045 UTC,,,,03. Mai
152007,104935,83907,28679,409718,Processing,2022-06-08 02:05:46 UTC,,,,03. Mai
35614,24597,19501,12602,95873,Shipped,2022-02-03 11:39:37 UTC,2022-01-31 09:16:00 UTC,,,M�r 75
118582,81850,65231,12602,319464,Shipped,2020-10-14 00:37:33 UTC,2020-10-14 09:10:00 UTC,,,M�r 75
138258,95464,76296,12602,372661,Complete,2022-03-14 07:19:50 UTC,2022-03-15 13:04:00 UTC,2022-03-19 14:53:00 UTC,,M�r 75
103928,71774,57139,12667,279877,Shipped,2021-10-13 01:32:19 UTC,2021-10-12 01:32:00 UTC,,,4
133705,92276,73733,12667,360387,Complete,2022-02-19 06:35:46 UTC,2022-02-17 08:47:00 UTC,2022-02-20 19:44:00 UTC,,4
1818,1217,962,12667,4900,Returned,2021-09-04 13:10:20 UTC,2021-09-03 02:10:00 UTC,2021-09-05 21:16:00 UTC,2021-09-07 05:11:00 UTC,4
68447,47267,37690,12667,184257,Processing,2022-05-16 04:07:03 UTC,,,,4
43288,29867,23816,28370,116542,Shipped,2021-03-20 11:10:29 UTC,2021-03-22 15:43:00 UTC,,,04. Mai
65296,45076,35943,24922,175830,Shipped,2021-06-02 06:33:23 UTC,2021-05-31 17:30:00 UTC,,,04. Mai
68931,47622,37973,25265,185539,Shipped,2021-02-22 23:24:39 UTC,2021-02-24 15:02:00 UTC,,,04. Mai
76621,52887,42128,28370,206323,Shipped,2020-05-01 01:44:56 UTC,2020-05-01 03:37:00 UTC,,,04. Mai
90503,62424,49765,25265,243792,Shipped,2022-02-03 16:47:12 UTC,2022-02-05 03:38:00 UTC,,,04. Mai
111858,77211,61470,28370,301297,Shipped,2022-03-09 11:03:07 UTC,2022-03-06 14:28:00 UTC,,,04. Mai
14418,9924,7906,25265,38797,Complete,2021-11-04 07:13:30 UTC,2021-11-05 04:08:00 UTC,2021-11-07 18:23:00 UTC,,04. Mai
36932,25503,20232,25265,99450,Complete,2021-09-23 00:04:55 UTC,2021-09-23 20:50:00 UTC,2021-09-25 10:22:00 UTC,,04. Mai
118160,81556,64986,24922,318337,Complete,2021-09-23 07:01:43 UTC,2021-09-25 22:15:00 UTC,2021-09-29 12:15:00 UTC,,04. Mai
150349,103805,82965,25265,405220,Complete,2021-11-07 02:47:21 UTC,2021-11-08 15:51:00 UTC,2021-11-11 21:11:00 UTC,,04. Mai
62820,43354,34605,28370,169161,Returned,2022-06-03 14:31:11 UTC,2022-06-06 03:01:00 UTC,2022-06-07 20:54:00 UTC,2022-06-10 04:41:00 UTC,04. Mai
148297,102398,81805,28370,399703,Returned,2021-03-05 12:02:02 UTC,2021-03-05 18:57:00 UTC,2021-03-07 22:58:00 UTC,2021-03-08 13:23:00 UTC,04. Mai
84740,58438,46553,24922,228206,Cancelled,2021-10-13 15:43:31 UTC,,,,04. Mai
102321,70680,56262,25265,275536,Cancelled,2022-06-04 23:33:43 UTC,,,,04. Mai
103666,71600,56994,28370,279164,Cancelled,2020-02-28 04:11:00 UTC,,,,04. Mai
130709,90186,72025,24922,352287,Cancelled,2022-06-07 09:18:55.685282 UTC,,,,04. Mai
136661,94352,75383,28370,368348,Cancelled,2022-03-06 14:36:47 UTC,,,,04. Mai
180352,124513,99676,24922,486279,Cancelled,2021-09-23 10:02:30 UTC,,,,04. Mai
9734,6688,5328,25265,26182,Processing,2022-06-07 15:14:02 UTC,,,,04. Mai
62009,42795,34134,24922,166993,Processing,2021-12-30 05:01:15 UTC,,,,04. Mai
92462,63781,50835,24922,249039,Processing,2021-10-09 01:39:42 UTC,,,,04. Mai
98897,68265,54354,28370,266301,Processing,2022-04-16 14:35:00 UTC,,,,04. Mai
141117,97435,77869,24922,380370,Processing,2022-05-12 14:40:01 UTC,,,,04. Mai
27031,18672,14788,16949,72764,Shipped,2022-04-08 02:13:23 UTC,2022-04-10 10:34:00 UTC,,,5
38472,26550,21111,24793,103597,Shipped,2022-03-06 21:54:57 UTC,2022-03-07 18:10:00 UTC,,,5
47377,32679,26057,11016,127451,Shipped,2022-06-08 08:19:02.873246 UTC,2022-06-09 02:38:31.873246 UTC,,,5
52225,36025,28702,28992,140580,Shipped,2021-04-10 22:03:12 UTC,2021-04-11 07:25:00 UTC,,,5
57375,39606,31592,16949,154488,Shipped,2020-06-01 17:52:13 UTC,2020-05-31 14:06:00 UTC,,,5
95758,66078,52615,9002,257886,Shipped,2022-04-03 12:41:34 UTC,2022-04-02 21:20:00 UTC,,,5
106318,73400,58384,24793,286371,Shipped,2021-08-27 09:11:30 UTC,2021-08-26 16:29:00 UTC,,,5
129000,89037,71067,16949,347635,Shipped,2021-07-25 04:23:10 UTC,2021-07-23 15:06:00 UTC,,,5
157355,108619,86894,11016,424141,Shipped,2022-02-09 17:05:33 UTC,2022-02-07 05:31:00 UTC,,,5
157920,109003,87204,11016,425635,Shipped,2022-05-16 01:57:59 UTC,2022-05-16 22:36:00 UTC,,,5
161750,111674,89340,16949,436056,Shipped,2022-02-17 09:38:27 UTC,2022-02-17 21:40:00 UTC,,,5
166432,114889,91894,28992,448657,Shipped,2022-04-01 09:54:20 UTC,2022-04-02 00:09:00 UTC,,,5
11516,7933,6340,9002,30991,Complete,2021-05-15 09:27:35 UTC,2021-05-15 17:31:00 UTC,2021-05-16 23:00:00 UTC,,5
12465,8577,6857,16949,33543,Complete,2022-05-10 14:24:18 UTC,2022-05-11 23:49:00 UTC,2022-05-15 09:52:00 UTC,,5
26109,18044,14326,9002,70256,Complete,2022-04-24 14:53:25 UTC,2022-04-25 10:05:00 UTC,2022-04-29 18:12:00 UTC,,5
28133,19423,15397,16949,75742,Complete,2022-05-03 02:16:14 UTC,2022-05-06 00:31:00 UTC,2022-05-08 01:28:00 UTC,,5
141678,97809,78162,11016,381868,Complete,2022-02-20 00:45:24 UTC,2022-02-18 11:51:00 UTC,2022-02-23 00:05:00 UTC,,5
144995,100065,79941,24793,390848,Complete,2022-02-03 23:38:42 UTC,2022-02-05 01:11:00 UTC,2022-02-06 17:32:00 UTC,,5
20765,14351,11379,24793,55880,Returned,2022-06-03 21:06:58 UTC,2022-06-04 04:07:00 UTC,2022-06-07 05:41:00 UTC,2022-06-09 02:54:00 UTC,5
119140,82219,65535,18719,320955,Returned,2022-04-01 01:51:18 UTC,2022-04-03 20:01:00 UTC,2022-04-04 18:18:00 UTC,2022-04-05 00:09:00 UTC,5
8075,5524,4423,16949,21713,Cancelled,2022-03-22 14:01:54 UTC,,,,5
21963,15191,12064,28992,59148,Cancelled,2021-07-02 04:50:46 UTC,,,,5
112022,77312,61543,28992,301726,Cancelled,2020-04-07 13:48:22 UTC,,,,5
126523,87314,69671,9002,340892,Cancelled,2021-06-07 08:55:37 UTC,,,,5
150794,104095,83222,11016,406448,Cancelled,2022-05-07 00:37:08 UTC,,,,5
153411,105912,84707,18719,413487,Cancelled,2022-04-11 07:56:44 UTC,,,,5
170429,117676,94168,11016,459503,Cancelled,2020-06-08 06:54:46 UTC,,,,5
8599,5887,4705,16949,23114,Processing,2020-05-29 22:41:29 UTC,,,,5
25299,17499,13901,16949,68089,Processing,2021-04-14 01:49:25 UTC,,,,5
32663,22550,17898,28992,87970,Processing,2022-06-04 11:31:12 UTC,,,,5
49600,34181,27214,9002,133461,Processing,2022-01-14 09:16:07 UTC,,,,5
83951,57891,46123,24793,226053,Processing,2022-05-13 02:24:18 UTC,,,,5
108996,75246,59849,24793,293629,Processing,2022-04-28 04:12:02 UTC,,,,5
165591,114304,91438,18719,446398,Processing,2021-03-07 00:33:25 UTC,,,,5
30526,21095,16723,6250,82185,Shipped,2022-05-27 09:22:50 UTC,2022-05-29 03:55:00 UTC,,,05. Mai
66121,45652,36393,6250,178032,Shipped,2022-04-14 14:34:04 UTC,2022-04-13 20:59:00 UTC,,,05. Mai
68375,47221,37648,6250,184076,Shipped,2021-08-27 16:01:34 UTC,2021-08-29 06:44:00 UTC,,,05. Mai
159658,110224,88192,9085,430404,Shipped,2021-03-31 13:59:01 UTC,2021-04-03 02:47:00 UTC,,,05. Mai
53460,36880,29413,9085,143913,Complete,2022-02-28 16:28:25 UTC,2022-03-03 10:03:00 UTC,2022-03-06 01:09:00 UTC,,05. Mai
53629,36990,29503,6250,144373,Complete,2020-09-04 01:10:40 UTC,2020-09-05 23:33:00 UTC,2020-09-10 19:23:00 UTC,,05. Mai
61400,42361,33822,9380,165352,Complete,2021-11-19 12:38:14 UTC,2021-11-21 07:47:00 UTC,2021-11-24 11:54:00 UTC,,05. Mai
144480,99725,79671,9085,389472,Complete,2021-08-04 16:31:15 UTC,2021-08-03 01:59:00 UTC,2021-08-06 10:58:00 UTC,,05. Mai
159137,109859,87900,6250,428966,Complete,2021-03-10 12:10:40 UTC,2021-03-12 07:10:00 UTC,2021-03-13 13:38:00 UTC,,05. Mai
83891,57850,46090,6250,225900,Returned,2021-04-13 04:51:10 UTC,2021-04-13 04:43:00 UTC,2021-04-17 18:27:00 UTC,2021-04-18 13:13:00 UTC,05. Mai
47710,32894,26213,6250,128360,Cancelled,2020-07-04 05:56:11 UTC,,,,05. Mai
70711,48871,38959,6250,190382,Cancelled,2020-11-22 06:24:42 UTC,,,,05. Mai
4794,3239,2588,9085,12894,Processing,2021-04-25 13:59:33 UTC,,,,05. Mai
119486,82457,65729,9380,321893,Processing,2022-05-15 16:01:49 UTC,,,,05. Mai
12064,8299,6634,12533,32473,Shipped,2020-01-06 02:01:57 UTC,2020-01-06 08:27:00 UTC,,,6
