review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
c577faa817a66c6f1492728435f53cd0,97e11582eb8cdd7b83e35a4243d81f79,5,,,12.01.18 00:00,14.01.18 22:44
8c6537ae1519a3c0375e4fd45438344b,a9a75c64cb5e9f7bc92e68ec13f05c45,5,,,06.04.18 00:00,07.04.18 03:11
34e5d18f3bb64d586812f8f1d8b53097,bf6861804f97bcf7644f603c5bcf7784,4,,,31.03.17 00:00,01.04.17 23:43
5733e2aeeb52b99d044a2a3644e1305d,5abb6c1ea24afdc6e26076bfaa7539cb,5,,,23.02.18 00:00,23.02.18 11:06
a34d2c4ace97245460e240e07db0212d,9cd3b6a2b07667e425975a219b4fc382,5,,,15.05.18 00:00,20.05.18 13:57
9bdb93e1339cdbc9bbfd95c5df00f82b,72b9d86fe4e984d9879013b9ecbb25db,5,,,24.04.18 00:00,25.04.18 20:28
0bd4dcc4f6c4621baf37f73495cad8c4,a11cd01ac67beef7e8bf09740d8a35c1,3,,Entrega no prazo,23.03.17 00:00,23.03.17 21:20
888f11883ff85fa5c07e6ae1192d85c4,248907ae8054cb8e93d5aa44857779b4,5,,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ,04.01.18 00:00,05.01.18 23:30
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,Pedi reembolso e sem resposta até momento ,08.03.18 00:00,08.03.18 12:27
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super rápido.,10.05.18 00:00,11.05.18 03:08
1090909faae22e5ab76903e8493063f1,a1341cb83bbf1b47392f4a3685d56bad,1,,,07.03.18 00:00,07.03.18 15:32
7b2d3a4794961271f9150b21fecfeed0,2964eb001b521cc23017f1c007a6712b,5,,,06.04.18 00:00,08.04.18 18:42
31b63ea961f9f43c21209d729d1c78e5,46d2d651f006b9b9440d1aa37d89c894,5,,,17.08.18 00:00,31.08.18 03:13
4d36f8266245b00faebc520e9cd963c0,b1cc044d321053348a5e482ca7e6b2e3,2,,,17.03.18 00:00,17.03.18 09:29
71bc170a5ad41ee9dee95f82a17860a8,a90b081d0efa436e072d5328ecd904a4,5,,,03.08.17 00:00,03.08.17 23:40
c5be8de5421e658a45042d6ca6a4ff64,61665389f0cccf5ec8135e3b05efc714,5,,,12.12.17 00:00,13.12.17 22:58
0c8b57ea62de568f13a0e101d344977e,41bc5a3d34a8e4ef91b2e7d9500694cf,5,,,12.07.17 00:00,13.07.17 01:02
edfbad2944ea758725486c3bbcd04f49,9d2aa61b374fac5dd063f36fefa602e1,3,,,28.03.18 00:00,31.03.18 03:25
bbf6c18e7c5a88b6adcb69af3b971207,828a705e0645673b538e803ca75a29b6,5,,,31.10.17 00:00,06.11.17 18:43
436f71c9cc0c1aab7f51dc0cd0820516,c676e726f8a14a9527b41b9dc50ca1bc,5,,Satisfeito,,
,22.11.17 00:00,22.11.17 14:45,,,22.11.17 00:00,22.11.17 14:45
b83bcebb69cf373474b4cc3b10eb0bcc,c5d9ec893ee95eb55c4fa513cc606582,4,,,13.12.17 00:00,15.12.17 14:41
97d4feff1fd7129bee6cde095b9dac2a,b4039fffc67d7a5a75a3ba881d75e402,5,,estao de parabens... sempre chega com muiiita antecedencia..,,
,,,,,,
"""Muito obrigada.... """"""",24.06.17 00:00,29.06.17 13:48,,,24.06.17 00:00,29.06.17 13:48
352609f0f2d34ce5d3b8de817ee948d5,96b947c986b42f213c9e6b8ccccedb89,3,Não recebi o produto.,,25.08.18 00:00,25.08.18 20:53
28f275d52ccd8b6614b71430481450fd,7ed1923ef9c8ce180035acd26a2d8eae,5,,,21.06.18 00:00,21.06.18 20:33
d23ac17822a812782cf7f848b2a8b38b,705402bc1d956067338873d414158d09,1,,,22.04.18 00:00,26.04.18 10:25
52844d80504646db0b746167070b9db0,6f0d22f1ac98ca3892d88dd39842fc3f,5,,,10.05.18 00:00,11.05.18 11:56
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,OK RECOMENDO,23.05.18 00:00,28.05.18 12:48
7df70380ca80dea85f0a7f1f57fa2f87,83177602aad708cea549501386b021c6,5,,,30.01.18 00:00,30.01.18 18:19
ff722b4c68783a4459a3adb9bb4e1d0d,b8702f50a689621ab21ef200b55a5b8d,3,,"Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.",16.01.18 00:00,18.01.18 23:25
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5,,"Produto de muito boa qualidade, chegou antes do prazo prometido",17.12.17 00:00,19.12.17 17:31
7404a400814a04b9776eb50e1ef725d8,a14f7f38d99c7aba5db1566db11660a2,5,,,24.10.17 00:00,25.10.17 10:02
c2babb5fd0e3e13707274820a7227d25,0193a99edc8c599aaa16f9b9e991efb8,5,,,02.08.18 00:00,03.08.18 04:55
e128c3709dfb7fe87f162f7b34d1cc92,f04e5abb2044dbb28bbdd9aa470e4e8a,5,,,16.03.18 00:00,17.03.18 02:34
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,Este foi o pedido,,
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE),,,,,
Vendido e entregue targaryen,,,,,,
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,"""90 (ESTE FOI ENTREG""""""",04.01.18 00:00,10.01.18 09:52,,04.01.18 00:00,10.01.18 09:52
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,Entrega muito rápida,,
"""Parabéns""""""",29.08.17 00:00,29.08.17 21:06,,,29.08.17 00:00,29.08.17 21:06
2dfefb93bf83b269520fd5b13c917c31,394dd790418f78501396d1a2912d74ff,5,,,26.10.17 00:00,26.10.17 23:46
f195f1c82cc4be5839a1a3a2babf3a50,bcaff5892a4def087ea5036d6b89b9db,5,,,10.01.18 00:00,17.01.18 21:43
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,07.11.17 00:00,08.11.17 21:54
ba3e82857e13ba647e843f5a4ade76c1,ebcb12dc163784a4dad2cddb8feb64aa,4,,,26.06.18 00:00,26.06.18 19:47
c5d83c2523ef15209c8faf5133a7bafb,7eba0b6b5cb480d65416e26e2528d250,4,,"Estava faltando apenas um produto, eu recebi hoje , muito obrigada!",,
Tudo certo!,,,,,,
,,,,,,
Att ,,,,,,
,,,,,,
"""Elenice.""""""",16.12.17 00:00,19.12.17 23:21,,,16.12.17 00:00,19.12.17 23:21
5b713e49352337557efe509b2e801183,93e87829bab4127b8692f52a73df4284,1,,,23.11.17 00:00,23.11.17 10:32
4e18511741b7ba8896f192fae5858e0a,e7ec2ee871d40f0b32fb471cb07ad239,4,,,13.07.18 00:00,16.07.18 01:34
ba7e2a294a1c84d89bb8346d5343b74e,2ec63bd84c4e873ee8bf8786f4942673,5,,,27.07.17 00:00,27.07.17 23:51
ad0fb518df54cbb079834b68141941ee,cd2457140ff84327d7d7030053b80fce,4,,,10.08.18 00:00,14.08.18 23:35
deb68e90fe56fe23b61f76e429516f26,9d7ab082d6d8a4b069683e5a77db1261,5,,,14.09.17 00:00,15.09.17 11:40
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,5,,"A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .",10.01.18 00:00,11.01.18 07:47
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,Demorou de mais pra entrega ,17.12.17 00:00,17.12.17 12:14
e9cb7f668e6443a90158f7f9c90ab0f5,b98e145c0cd94f225072aa0e619d5d8f,5,,,27.12.17 00:00,01.01.18 18:45
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,super rapido a entrega .... chegou antes da data... ,24.10.17 00:00,25.10.17 19:36
46d8249ea59101c7288936c3e6f155d7,f25ddb6cd62d720a5d91fff80467930a,3,Entrega atrasou,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. ,20.01.18 00:00,15.05.18 00:45
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,17.09.17 00:00,18.09.17 23:39
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,Recomendo a todos os clientes,22.10.16 00:00,26.10.16 17:47
