order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
0009792311464db532ff765bf7b182ae,1,8cab8abac59158715e0d70a36c807415,530ec6109d11eaaf87999465c6afee01,17.08.18 12:15,99.90,27.65
0009c9a17f916a706d71784483a5d643,1,3f27ac8e699df3d300ec4a5d8c5cf0b2,fcb5ace8bcc92f75707dc0f01a27d269,02.05.18 09:31,639.00,Nov 34
000aed2e25dbad2f9ddb70584c5a2ded,1,4fa33915031a8cde03dd0d3e8fb27f01,fe2032dab1a61af8794248c8196565c9,16.05.18 20:57,144.00,Aug 77
000c3e6612759851cc3cbb4b83257986,1,b50c950aba0dcead2c48032a690ce817,218d46b86c1881d022bce9c68a7d4b15,21.08.17 03:33,99.00,13.71
000e562887b1f2006d75e0be9558292e,1,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,28.02.18 12:08,25.00,16. Nov
000e63d38ae8c00bbcb5a30573b99628,1,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,29.03.18 20:07,47.90,Aug 88
000e906b789b55f64edcb1f84030f90d,1,57d79905de06d8897872c551bfd09358,ea8482cd71df3c1969d7b9473ff13abc,27.11.17 19:09,21.99,Nov 85
000f25f4d72195062c040b12dce9a18a,1,1c05e0964302b6cf68ca0d15f326c6ba,7c67e1448b00f6e969d365cea6b010ab,21.03.18 11:10,119.99,44.40
001021efaa8636c29475e7734483457d,1,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,05.03.18 09:35,49.00,15. Okt
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,15.09.17 18:04,48.90,16.60
00119ff934e539cf26f92b9ef0cdfed8,1,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,11.08.17 00:35,219.90,16.98
0011d82c4b53e22e84023405fb467e57,1,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,29.01.18 21:51,289.00,26.33
00125cb692d04887809806618a2a145f,1,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,29.03.17 13:05,109.90,25.51
00130c0eee84a3d909e75bc08c5c3ca1,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,14.06.18 05:16,27.90,Jul 94
0013503b13da1eac686219390b7d641b,1,38afdf723b95d455b418a0f57d623c6b,1554a68530182680ad5c8b042c3ab563,13.12.17 03:16,119.90,17.32
00137e170939bba5a3134e2386413108,1,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,30.11.17 06:30,397.00,24.65
001427c0ec99cf8af737bd88e92fd444,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,12.04.18 19:08,59.90,23.35
00143d0f86d6fbd9f9b38ab440ac16f5,1,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,20.10.17 16:07,21.33,15. Okt
00143d0f86d6fbd9f9b38ab440ac16f5,2,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,20.10.17 16:07,21.33,15. Okt
00143d0f86d6fbd9f9b38ab440ac16f5,3,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,20.10.17 16:07,21.33,15. Okt
0014ae671de39511f7575066200733b7,1,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,29.05.17 03:15,16.50,14. Okt
0015ebb40fb17286bea51d4607c4733c,1,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,18.01.18 09:11,21.90,15. Okt
00169e31ef4b29deaae414f9a5e95929,1,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,23.01.18 03:35,39.00,16. Nov
0016dfedd97fc2950e388d2971d718c7,1,4089861a1bd4685da70bddd6b4f974f1,a35124e2d763d7ca3fbe3b97d143200f,05.05.17 10:05,49.75,20.80
0017afd5076e074a48f1f1a4c7bac9c5,1,fe59a1e006df3ac42bf0ceb876d70969,25c5c91f63607446a97b143d2d535d31,24.04.17 22:25,809.10,44.29
001862358bf858722e1e2ae000cfed8b,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,13.02.18 19:10,99.99,13.72
0019c29108428acffd089c36103c9440,1,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,12.03.18 06:50,59.90,19.95
001ab0a7578dd66cd4b0a71f5b6e1e41,1,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,04.01.18 02:33,24.89,17.63
001ab0a7578dd66cd4b0a71f5b6e1e41,2,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,04.01.18 02:33,24.89,17.63
001ab0a7578dd66cd4b0a71f5b6e1e41,3,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,04.01.18 02:33,24.89,17.63
001ac194d4a326a6fa99b581e9a3d963,1,dbaee28f4ee64465838a229582d77520,ffc470761de7d0232558ba5e786e57b7,10.07.18 02:51,54.00,Aug 54
001b76dd48a5b1eee3e87778daa40df8,1,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,02.04.18 17:50,81.99,13. Jan
001c85b5f68d2be0cb0797afc9e8ce9a,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,29.11.17 22:38,99.00,13.71
001d8f0e34a38c37f7dba2a37d4eba8b,1,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,18.05.17 17:35,18.99,Jul 78
001d8f0e34a38c37f7dba2a37d4eba8b,2,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,18.05.17 17:35,18.99,Jul 78
001daeb0eddc45b999bad0801ad9d273,1,30c01cc81c9eb80469371743813789cc,f45122a9ab94eb4f3f8953578bc0c560,25.05.17 02:15,38.33,16.79
001dbc16dc51075e987543d23a0507c7,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,01.02.17 13:17,69.90,18.00
001e7ba991be1b19605ca0316e7130f9,1,884fa3cd42986ba480ea2f8ae4e25ff7,3340ef1913fb70d28420f6ceb685c339,23.03.17 11:47,195.00,18.21
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,bdcf6a834e8faa30dac3886c7a58e92e,2a84855fd20af891be03bc5924d2b453,22.05.18 10:59,35.90,15.20
0020262c8a370bd5a174ea6a2a267321,1,a5341e3f8155dbb3e62323d3ea289729,ff063b022a9a0aab91bad2c9088760b7,04.12.17 09:58,79.50,21. Mai
0020a222f55eb79a372d0efee3cca688,1,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,21.08.17 03:03,29.99,15. Okt
002175704e8b209f61b9ad5cfd92b60e,1,e6b6e13cf71449a457269f425b89dc74,b2ba3715d723d245138f291a6fe42594,26.04.18 12:30,109.90,13.21
00229e4e43f7a7e0b9dd819ad43268d3,1,13fcfc313dfb2217e5ee3000a702f9ef,c3cfdc648177fdbbbb35635a37472c53,10.04.18 16:50,74.90,16.49
0025081dcf9330f9a5052ae82c6ce396,1,4e3f399366b0047a572b6682f9bb166e,5f3ae9136c875522250f8184f253413a,02.04.18 16:35,14.95,18.23
00254baeb6c932b0a8aeead91fbd02b5,1,18901878788fec7ddc55e64d1ace8187,e8b4225284fbb02d16f200513f1f395d,14.05.18 22:14,149.90,43.11
00259a44fcad3fc0474329e925d14fc3,1,0c4d0a08f95c7b7dc5dc7402bfdafd4c,9f505651f4a6abe901a56cdc21508025,03.01.18 17:59,19.99,14. Okt
0025c5d1a8ca53a240ec2634bb4492ea,1,35537536ed2b4c561b4018bf3abf54e0,955fee9216a65b617aa5c0531780ce60,10.07.18 09:30,390.00,29.39
002611a77fe03d076285fd4ca95db77c,1,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,07.03.18 02:49,135.00,21.75
002691433f09002ac9ca0c4e8dbb8ead,1,430d215740da7fdda91cc938f8fd92f6,0887a9f087bcd5d9f6642b52f897fc6c,06.02.17 21:18,104.00,16.43
0026a368634b6e6f34f33b1499773a30,1,892832da5b05b0f54578e1f14f193c22,12b9676b00f60f3b700e83af21824c0e,10.11.17 21:26,149.00,15.80
00275bce676303c3bfd7292aefdfa223,1,6490b9f63b0b595e1c1402b46b0f50ad,99eaacc9e6046db1c82b163c5f84869f,04.12.17 03:32,279.90,13.46
00276d5c3491fbf55305e26891040df9,1,71c89e9d8fa274b017279aa322cd0e19,8f78f0903005064036736c7173a5c2ed,27.02.18 11:55,44.90,23.22
002834535f7a609a5c68266f173fa59e,1,df3655ac9aa8c6cbfa63bdd8d3b09c50,ea8482cd71df3c1969d7b9473ff13abc,26.07.18 17:44,37.99,19.18
0028de0ca693a1bb26448916a81105cc,1,059344baebbeaa42fa9f2bbe11b1583e,955fee9216a65b617aa5c0531780ce60,21.08.18 03:35,29.99,15.31
002955b0acc63d04f6724a31967e82bd,1,d9bdf643d95cb89844c0da1a0df1d16e,058fd0aa2bfdb2274e05e1ae971dabb6,22.12.17 15:51,120.00,15.59
0029c5db35ef291ce99d1262012e7daa,1,7614c62b86a81021243e438cfde78ccc,900ba814c251a692506d7834c1218441,03.09.18 03:50,492.75,21.62
0029f17cf0e7640c5cb6825af681303f,1,01c666c82f414c762ad21bffa56e8b49,d3dcf0604eabf0224fbd5948b5e02f69,08.05.18 12:14,94.90,18.54
002af7fa9eb99d1456bceb6a13d6fc0b,1,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,22.02.18 19:46,88.34,21. Nov
002b430ff89b3a24c31a1170acbbedea,1,cc47c0863559499f01b4cad750929d10,7a67c85e85bb2ce8582c35f2203ad736,26.06.17 22:10,199.99,65.56
002b4e6fa42cd4a22cc86abc18fe9c05,1,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,15.03.18 10:35,99.90,19.67
002c9def9c9b951b1bec6d50753c9891,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,21.05.18 17:32,78.00,Aug 90
002c9def9c9b951b1bec6d50753c9891,2,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,21.05.18 17:32,78.00,Aug 90
002d040018d12a3853c059f7f23ab5b1,1,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,27.11.17 03:47,155.00,14.84
002f16b7bc4530031b7d90f791b12d8a,1,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,04.07.18 17:11,249.90,34.23
002f19a65a2ddd70a090297872e6d64e,1,9eae06d51aaa383b2bed5547a19d581c,1835b56ce799e6a4dc4eddc053f04066,27.03.18 13:15,53.98,23.31
002f98c0f7efd42638ed6100ca699b42,1,d41dc2f2979f52d75d78714b378d4068,7299e27ed73d2ad986de7f7c77d919fa,10.08.17 09:30,Aug 99,32.57
002f98c0f7efd42638ed6100ca699b42,2,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,10.08.17 09:30,44.90,Jul 16
0030d783f979fbc5981e75613b057344,1,ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,29.11.17 23:13,60.60,17.67
0030ff924c38549807645976adeef2c0,1,bd7cab8de4d7943286634023cc06f8ff,855668e0971d4dfd7bef1b6a4133b41b,06.04.18 17:10,225.00,67.24
00310b0c75bb13015ec4d82d341865a4,1,c8e7c2ef329fcda4a233e7e2f8bb8b7d,a2deecd5398f5df4987110c80a1972a3,17.08.18 15:04,39.90,15.38
00324b3eda39ba5ecce3945823e3594c,1,54e5063e43f27f747d592eb24e913150,0dd184061fb0eaa7ca37932c68ab91c5,17.04.18 09:12,76.00,34.07
0032d07457ae9c806c79368d7d9ce96b,1,08279c494018541f71443c07d77560f8,e333046ce6517bd8bb510291d44f0130,15.03.18 19:28,159.00,27.19
003324c70b19a16798817b2b3640e721,1,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,24.05.17 19:22,102.90,14.45
003324c70b19a16798817b2b3640e721,2,2b939dc9b176d7fa21594d588815d4a4,dbc22125167c298ef99da25668e1011f,24.05.17 19:22,102.90,14.45
00335b686d693c7d72deeb12f8e89227,1,87b08e712cc4c9fe70984c5a24b29e2f,f00e21b1e91a79653163b7fd8f293ff1,28.07.17 03:45,63.90,16.89
00335f75ea6a4455b524a8dd177067f5,1,e1bf2f209fd2b08e1af3ed71732d9008,70c27847eca8195c983ed7e798c56743,02.05.18 22:10,168.80,Aug 21
00337fe25a3780b3424d9ad7c5a4b35e,1,1f9799a175f50c9fa725984775cac5c5,cfb1a033743668a192316f3c6d1d2671,29.09.17 17:50,59.90,Sep 94
00337fe25a3780b3424d9ad7c5a4b35e,2,13944d17b257432717fd260e69853140,cfb1a033743668a192316f3c6d1d2671,29.09.17 17:50,59.90,Sep 94
003423b755b562962a6225a8de40d12e,1,84904413b82eee333a3f79137e8d197e,23c38debaffe4a25a30fdbd9b586a13f,18.07.18 04:25,232.75,28.58
00345f338696283410b7977d2e3efc89,1,0f2fd0a589cb7849c1dbedbd4109c2f8,516e7738bd8f735ac19a010ee5450d8d,23.08.18 15:11,48.90,18.44
0035246a40f520710769010f752e7507,1,8a6187b2665118d5095f99a25fd7ba7a,4a3ca9315b744ce9f8e9374361493884,23.08.17 01:25,87.00,12. Nov
0035c0b07126fe9c24a325216fb96064,1,ec02a5d380128f7a188e9ce8f3ddd832,8444e55c1f13cd5c179851e5ca5ebd00,12.12.17 01:29,131.90,18.54
0035e6b7ade84b3f5b86bd49814793df,1,71a5f1c2a5fd9889ef26b5ac22aec9c6,537eb890efff034a88679788b647c564,27.02.18 03:31,19.90,14. Okt
0036757472ece3dde52fd4bfd929c90e,1,4c1bbc12438daec98a77243c2bf7a3ba,7c67e1448b00f6e969d365cea6b010ab,08.08.18 15:10,136.99,66.04
0036887767dea4bd43b1a88cd0d9477a,1,3a264b078bf20e98f315ff65c23fa263,46dc3b2cc0980fb8ec44634e21d2718e,19.10.17 01:07,399.99,23.64
00378c6c981f234634c0b9d6128df6dd,1,38fa750a3a3b3204f169c86a3284d387,218d46b86c1881d022bce9c68a7d4b15,08.02.18 19:50,41.00,Nov 85
003822434f91204da0a51fe4cf2aba18,1,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,21.06.18 02:30,69.00,18.58
003822434f91204da0a51fe4cf2aba18,2,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,21.06.18 02:30,69.00,18.58
0039500db36d50d7d0bfaf23723550f3,1,62984ea1bba7fcea1f5b57084d3bf885,c3cfdc648177fdbbbb35635a37472c53,10.07.18 10:51,169.90,33.33
003a7f59d7e08a9c61d9e2881fe6459c,1,a4d286543a67e29c930c99cbd7a55a8f,b410bdd36d5db7a65dcd42b7ead933b8,22.08.18 11:49,119.00,15.28
003a94f778ef8cfd50247c8c1b582257,1,452f66a0f164cac57802e2cea93188ac,f80edd2c5aaa505cc4b0a3b219abf4b8,07.08.18 15:05,39.90,18. Aug
003cc6161d7a2593f2525cce0c330d32,1,fadc89c2a60ff96b18827644074dfd70,53e4c6e0f4312d4d2107a8c9cddf45cd,07.08.18 20:04,85.00,Dez 90
003d0634280ff3d1d3a54459349a6899,1,db886bd83f6a076a2caeb7fd02722c35,8e6d7754bc7e0f22c96d255ebda59eba,22.03.18 18:08,220.00,Aug 89
003d804eef0e1b856881cd18e0cc0d4c,1,41402af2a88247152583bb812ba235dd,4869f7a5dfa277a7dca6462dcf3b52b2,27.11.17 12:15,277.00,35.74
003d9fc84ad902adf2265248b5ffe1a4,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,22.08.18 19:35,66.99,27.75
003edccf16bc5ec447f592913b3df2b4,1,500870614ddcf5bd84f7d26861026c8a,ef506c96320abeedfb894c34db06f478,12.07.18 10:15,14.00,50.85
003f201cdd39cdd59b6447cff2195456,1,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,05.03.18 17:10,85.00,17. M�r
003f201cdd39cdd59b6447cff2195456,2,656e0eca68dcecf6a31b8ececfabe3e8,0b90b6df587eb83608a64ea8b390cf07,05.03.18 17:10,85.00,17. M�r
003f9bcc09427647c4b9d361a523545b,1,4bc3ab2ff016887e619e587a993af3bf,7e93a43ef30c4f03f38b393420bc753a,12.02.18 13:15,229.00,Sep 80
00404fa7a687c8c44ca69d42695aae73,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,15.05.18 04:31,99.90,0.00
0040a56893444cb56cba7cfe2225e34e,1,3f14d740544f37ece8a9e7bc8349797e,f457c46070d02cadd8a68551231220dd,29.01.18 00:15,84.90,34.39
004157daafa0bc8672e01f00e4f0c04f,1,8b5632d7a4f86bd2f1331355305427e6,624f4ece8da4aafb77699233d480f8ef,25.05.17 13:25,189.00,33.91
00418a49a685c6bb60633291c3fab17a,1,5e21d5cab5d33e770d8150a4ee6117db,6560211a19b47992c3666cc44a7e94c0,09.10.17 20:50,49.00,Jul 78
004345d16a1ab2c21962992c721c8643,1,d0fb1e667e989933a80444f93da833c0,0be8ff43f22e456b4e0371b2245e4d01,10.07.18 07:31,37.90,15.37
0044c6f6d22dd280534344177c81b989,1,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,23.05.18 17:15,179.93,16.14
0045e3085f083f0f38d24bb3f22e6593,1,9545d45c37449ccbc376de3a04c66e71,431af27f296bc6519d890aa5a05fdb11,17.08.17 07:15,116.90,13.84
0045f5225a96ef46630701167528fdcb,1,86a11a09edde2267675505fc4d56d9b0,3db66a856d18a9cba7c9241fc5221c50,19.06.18 04:17,94.90,15.51
0046176ff0dbc2a178b7885355dfbb71,1,19f0917ba5781b978298ffcd9ae225c1,43f8c9950d11ecd03a0304a49e010da6,06.06.18 19:35,121.99,15.73
0046e1d57f4c07c8c92ab26be8c3dfc0,1,ff6caf9340512b8bf6d2a2a6df032cfa,38e6dada03429a47197d5d584d793b41,02.10.17 15:49,Jul 79,Jul 78
00471463a6106056c1a2a809f70de640,1,9df0e8a7eef2a38b74e6d5c0e224b11f,7c67e1448b00f6e969d365cea6b010ab,03.10.17 22:46,179.99,85.97
00482f2670787292280e0a8153d82467,1,a9c404971d1a5b1cbc2e4070e02731fd,702835e4b785b67a084280efca355756,17.02.17 16:18,Jul 60,Okt 96
0049edf42837aa808e03552a62bd2158,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,05.01.18 12:48,49.90,17.60
004b62108b876867938746ad3154167f,1,c589625c8ccc7bfd2e8f1fb041e24c4a,c70c1b0d8ca86052f45a432a38b73958,10.07.18 05:31,110.32,08. M�r
004ba47bb589cdbc485e6025bd6d3c81,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,29.12.17 20:48,49.00,Nov 85
004ca5ae248069d68e8594df8abf6ce0,1,cd71c76f5ab15f51f24fb214fc42d8ab,620c87c171fb2a6dd6e8bb4dec959fc6,14.06.18 18:52,159.90,61.18
004d76fef3dd46eb4f70da049c8d1f93,1,28a652ff04e43c1bc57937a9f8770f9b,3d871de0142ce09b7081e2b9d1733cb1,27.12.17 11:10,120.00,27.39
004eab0fd8f28adaf8d488976f77febe,1,0c753fe6a58dfa7a27bda5de76e779c3,7586919161935337bf6b6d7ff5779648,08.08.17 15:45,21.50,Nov 98
004f5d8f238e8908e6864b874eda3391,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,06.03.18 09:29,122.99,15.61
004fb11815bc03b01b20a614eef69d14,1,68c923fddf7f83316b53252eaf830724,7a67c85e85bb2ce8582c35f2203ad736,30.11.17 14:16,72.99,19.75
004fb5e6f90a178dc74ad2b016649249,1,601a360bd2a916ecef0e88de72a6531a,7a67c85e85bb2ce8582c35f2203ad736,15.06.17 10:02,129.99,13.93
005059edee63c8c708ba61910793b31b,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,12.02.18 18:30,92.00,17.89
005059edee63c8c708ba61910793b31b,2,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,12.02.18 18:30,92.00,17.89
00526a9d4ebde463baee25f386963ddc,1,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,14.08.18 22:15,33.89,Aug 40
00526a9d4ebde463baee25f386963ddc,2,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,14.08.18 22:15,33.89,Aug 40
00526a9d4ebde463baee25f386963ddc,3,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,14.08.18 22:15,33.89,Aug 40
00526a9d4ebde463baee25f386963ddc,4,0c4a0f8ab44f9acd2d04e7024f9ba362,7210cd29727d674c00741e5e387b3ccd,14.08.18 22:15,33.89,Aug 40
0055b77cca3186676c147f532dd2547b,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,25.02.18 22:47,149.00,40.37
0057199db02d1a5ef41bacbf41f8f63b,1,41eee23c25f7a574dfaf8d5c151dbb12,e5a3438891c0bfdb9394643f95273d8e,25.01.18 09:07,20.30,16.79
00571ded73b3c061925584feab0db425,1,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,25.05.17 21:10,179.90,15. Jan
00571ded73b3c061925584feab0db425,2,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,25.05.17 21:10,179.90,15. Jan
00584d79015452d19fd3d044ba3abdc0,1,d9c01b484ada6a360c2715a08fdf1568,7202e2ba20579a9bd1acb29e61fe71f6,27.07.17 19:27,109.90,Dez 27
00588f5f20fee630b83d4709e0a42715,1,bd6e8cf9fe4122c385da2bcb9f979d5d,4e922959ae960d389249c378d1c939f5,29.08.17 16:04,89.00,25.90
005997dca4c1fc45066d0a03d54a6469,1,2948658cb6abc82847412be7201bfc4c,955fee9216a65b617aa5c0531780ce60,16.04.18 18:15,120.00,13.75
005a1dded353107dbabf8ffc83a20365,1,7e6c4a0bf900e259f50ba63331fd2785,6560211a19b47992c3666cc44a7e94c0,15.02.18 18:10,75.00,14.28
005b49de51a4e006055e8487a50ad8e4,1,381169576b9f3c083a1c3261da161a3b,8c16d1f32a54d92897cc437244442e1b,13.04.17 13:50,46.86,14.52
